loss,val_loss,lr
0.9864525397618612,0.987257693124854,0.0003
0.940597242779202,0.9764235978541167,0.0003
0.8708191050423516,0.9724615734556447,0.0003
0.7728662225935194,1.0378103515376216,0.0003
0.690073721938663,1.2026304317557293,0.0003
0.6951052943865458,1.1720320193663887,0.0003
0.6816395190027025,1.1049996458965798,0.0003
0.6748170653978983,1.1106390227442202,0.0003
0.6679618755976359,1.1328392236129097,0.0003
0.6571763522095151,1.0947165385536526,0.0003
0.619939559035831,1.063375659610914,0.0003
0.5400398936536577,1.0207256234210471,0.0003
0.42001485493448043,0.9118356549221537,0.0003
0.33684005174371934,0.8292928363965906,0.0003
0.30711864100562203,0.6903399203134619,0.0003
0.30828655180003905,0.6348813720371412,0.0003
0.36076784796184963,0.6428729736286661,0.0003
0.24069125784767997,0.7245913394119429,0.0003
0.4022613614797592,0.6743710701880248,0.0003
0.24944047464264762,0.7268513674321382,0.0003
0.2216357249352667,0.6747879489608433,0.0003
0.23682724270555708,0.7495611387750377,0.0003
0.18278739849726358,0.7057553840720135,0.0003
0.2206152184969849,0.7107885479927063,0.0003
0.19483640458848742,0.7065953715987827,0.0003
0.21105647583802542,0.6965968453365824,0.0003
0.21119213104248047,0.7154287099838257,0.0003
0.2059821163614591,0.6951901886774146,0.0003
0.2698967059453328,0.7121380360230155,0.0003
0.24194808966583675,0.7481297617373259,0.0003
0.2495314876238505,0.7266576056895049,0.0003
0.2391517116791672,0.7650456350782643,0.0003
0.18529063628779519,0.7084923930790114,0.0003
0.299398938814799,0.738546970097915,0.0003
0.2404874803291427,0.696997924991276,0.0003
0.23272156135903466,0.7364214321841365,0.0003
0.2078148110045327,0.6896205648131992,0.0003
0.20856677285499042,0.6615177652110225,0.0003
0.1956899729039934,0.6814562289611154,0.0003
0.20195049709743923,0.700978248015694,0.0003
0.18124856717056698,0.669363576432933,0.0003
0.17180445128017002,0.6566868009774581,0.0003
0.1932638068166044,0.688629396583723,0.0003
0.1562914682759179,0.6837427149648252,0.0003
0.17618134286668566,0.6996836895528047,0.0003
0.17853374655048052,0.6831244593081267,0.0003
0.24450434164868462,0.67586923941322,0.0003
0.21557764295074675,0.6689614524012026,0.0003
0.22641821371184456,0.655472773572673,0.0003
0.22673481702804565,0.644099746061408,0.0003
0.21671917455063927,0.6576452462569528,0.0003
0.14076520171430376,0.6732254080150438,0.0003
0.1477377497487598,0.6975568973499796,0.0003
0.20487028029229906,0.6753686796063962,0.0003
0.17166188524829018,0.6813538592794667,0.0003
0.2025912743475702,0.6706462968950686,0.0003
0.2044731304049492,0.6579635298770407,0.0003
0.168132822546694,0.6614071571308634,0.0003
0.19040506912602317,0.6382064378779867,0.0003
0.1989233692487081,0.6375049974607385,0.0003
0.2014115336868498,0.6656098132548125,0.0003
0.18763779020971721,0.648343254690585,0.0003
0.17332392227318552,0.6445283941600634,0.0003
0.1663091546959347,0.6819538525913073,0.0003
0.17302562130822075,0.6600973061893297,0.0003
0.17242977023124695,0.6493900210961051,0.0003
0.15291187953617838,0.6332057403481525,0.0003
0.1483952659699652,0.6667181020197661,0.0003
0.18457194583283532,0.6614152789115906,0.0003
0.15652507791916528,0.6337862222091012,0.0003
0.17986692322625053,0.6557172847830731,0.0003
0.16405200792683494,0.6479221556497656,0.0003
0.15644237481885487,0.6437268645867057,0.0003
0.18466990441083908,0.6439798500226892,0.0003
0.1380758293800884,0.6576993154442828,0.0003
0.20831134418646494,0.6275453126948812,0.0003
0.160255818731255,0.6179746700369794,0.0003
0.1633057478401396,0.6879218479861384,0.0003
0.1556602476371659,0.6567607288775237,0.0003
0.139793718026744,0.6262486486331277,0.0003
0.16763778775930405,0.6309991323429606,0.0003
0.17591722889078987,0.6171462820923846,0.0003
0.14328339944283167,0.6290016485297162,0.0003
0.18504423482550514,0.6299233540244724,0.0003
0.18069746179713142,0.6348307884257772,0.0003
0.16623978233999676,0.5970212013825126,0.0003
0.20053743653827244,0.6315051913261414,0.0003
0.13013550473584068,0.6455190829608751,0.0003
0.12777937451998392,0.639031620129295,0.0003
0.17879543701807657,0.6307307689086251,0.0003
0.12268811215957005,0.6118295788764954,0.0003
0.14067073580291536,0.619524554066036,0.0003
0.15868531829781002,0.579287808874379,0.0003
0.16756973581181633,0.6086868799251058,0.0003
0.1329369627767139,0.5996362255967181,0.0003
0.17303274985816744,0.6368572867434957,0.0003
0.18417980687485802,0.6006663519403209,0.0003
0.1438275236222479,0.6035239048626112,0.0003
0.1513130772444937,0.615256641222083,0.0003
0.1619125579794248,0.6082131888555444,0.0003
0.1639486476778984,0.6237028241157532,0.0003
0.15188984448711076,0.608068673507027,0.0003
0.20053392979833815,0.5917333338571631,0.0003
0.14769252886374792,0.6240646191265272,0.0003
0.14525721304946476,0.612470471340677,0.0003
0.16817851033475664,0.5996045470237732,0.0003
0.15865299353996912,0.5988257890162261,0.0003
0.13565661923752892,0.6167954569277556,0.0003
0.12745643903811774,0.6031052185141522,0.0003
0.1724468386835522,0.6354091400685518,0.0003
0.1969457839926084,0.5992811633192975,0.0003
0.16149604486094582,0.5893960543300795,0.0003
0.13683009892702103,0.5898647722990616,0.0003
0.15040559983915752,0.5881385647732279,0.0003
0.17587095499038696,0.5828027284663656,0.0003
0.1723157986998558,0.5889639232469641,0.0003
0.13715771088997522,0.5928877695747043,0.0003
0.12280232831835747,0.6070731100828751,0.0003
0.13778401166200638,0.6061254662016163,0.0003
0.14642079754008186,0.6131308571152065,0.0003
0.16040185342232385,0.6026633796484574,0.0003
0.1682689380314615,0.5884126515492148,0.00015
0.12830395499865213,0.5907780165257661,0.00015
0.13531573199563557,0.5798406834187715,0.00015
0.12201354238722059,0.5886392619298852,0.00015
0.15058259583181804,0.5874737708464913,0.00015
0.15024093207385805,0.5978020170460576,0.00015
0.13473598576254314,0.6008046684057816,0.00015
0.17049969401624468,0.6003982139670331,0.00015
0.13305478129121992,0.5993092215579489,0.00015
0.16611267791854012,0.5947900336721669,0.00015
0.13740223894516626,0.5869784070097882,0.00015
0.1653193947341707,0.5879132903140524,0.00015
0.16080627259280947,0.5977106405341107,0.00015
0.1486541401180956,0.5994018964145494,0.00015
0.14945542563994726,0.59353884925013,0.00015
0.14558317677842247,0.5893380460531815,0.00015
0.10800150947438346,0.5881782407345979,0.00015
0.12674662388033336,0.5873987571052883,0.00015
0.13415211853053835,0.5950708855753359,0.00015
0.15388645066155326,0.5962523740270863,0.00015
0.14286543594466317,0.5859922818515612,0.00015
0.13992302988966307,0.5948345816653707,0.00015
0.17386150028970507,0.5894436577092046,0.00015
0.1324047785666254,0.5797877337621606,0.00015
0.12366778941618072,0.5874267246412195,0.00015
0.11956830074389775,0.596114052378613,0.00015
0.1314884896079699,0.5955464140228603,0.00015
0.133275112344159,0.5903895445491957,0.00015
0.12682105518049663,0.5914670876834703,0.00015
0.11495359283354548,0.5855621617773304,0.00015
0.14917097571823332,0.5838731112687484,0.00015
0.13807017025020388,0.5936747504317242,0.00015
0.12312017215622796,0.5802309927733048,0.00015
0.13839975578917396,0.5841316243876582,0.00015
0.12110370149215062,0.5829754445863806,0.00015
0.13582940275470415,0.5793573182562123,0.00015
0.13238216688235602,0.5779998224714528,0.00015
0.146564529173904,0.5847993622655454,0.00015
0.12749208592706257,0.5793003025262252,0.00015
0.13155040227704579,0.5680137302564539,0.00015
0.14424056890938017,0.5812406591747118,0.00015
0.12737801546851793,0.5874654443367667,0.00015
0.11821223836806086,0.5823977978333182,0.00015
0.12954256683588028,0.5837719103564387,0.00015
0.12933248860968483,0.5798288402350052,0.00015
0.12934599154525334,0.5774197163789169,0.00015
0.11115284429656135,0.5787647858909939,0.00015
0.14748049568798807,0.5780962912932687,7.5e-05
0.12227366119623184,0.5835300321164338,7.5e-05
0.1275551294287046,0.5841884120650913,7.5e-05
0.12558726800812614,0.5773150454396787,7.5e-05
0.11792965233325958,0.5720363907192064,7.5e-05
0.12778188288211823,0.5779630852782208,7.5e-05
0.1347330386439959,0.5791185524152673,7.5e-05
0.12494929962688023,0.568379661311274,7.5e-05
0.1141784352560838,0.5711790452832761,7.5e-05
0.11703550650013818,0.5882318408592887,7.5e-05
