Stride,Start Index,Temp. Consistency
1,11330,0.9999697976442162
1,11331,0.9999932884329498
1,11332,1.0
1,11333,1.0
1,11334,0.9999798658393764
1,11335,0.9999832213639017
1,11336,0.9999932886131254
1,11337,1.0
1,11338,0.9999765106976994
1,11339,1.0
1,11340,1.0
1,11341,0.9999865781720813
1,11342,0.9999932891761122
1,11343,1.0
1,11344,1.0
1,11345,1.0
1,11346,0.9999899340343719
1,11347,0.9999932894237964
1,11348,0.9999899341694684
1,11349,1.0
1,11350,0.9999865791628082
1,11351,1.0
1,11352,1.0
1,11353,1.0
1,11354,0.9999932897164905
1,11355,1.0
1,11356,1.0
1,11357,0.9999932897840317
1,11358,1.0
1,11359,0.9999932898740845
1,11360,0.9999899348786649
1,11361,1.0
1,11362,0.9999698046359949
1,11363,0.9999798695547145
1,11364,0.9999865797031431
1,11365,1.0
1,11366,0.9999932899641348
1,11367,1.0
1,11368,1.0
1,11369,1.0
1,11370,0.9999798699599413
1,11371,1.0
1,11372,0.9999932900541828
1,11373,0.9999932901667393
1,11374,1.0
1,11375,0.9999832264297791
1,11376,1.0
1,11377,1.0
1,11378,0.9999932906169278
1,11379,0.9999798722559176
1,11380,1.0
1,11381,0.9999832269924656
1,11382,1.0
1,11383,1.0
1,11384,1.0
1,11385,1.0
1,11386,1.0
1,11387,0.9999932909320237
1,11388,1.0
1,11389,1.0
1,11390,0.9999932911570741
1,11391,0.9999865822691395
1,11392,0.9999899368031236
1,11393,0.9999798734037093
1,11394,0.9999899368031236
1,11395,1.0
1,11396,1.0
1,11397,0.9999966456460486
1,11398,1.0
1,11399,1.0
1,11400,1.0
1,11401,0.9999731655284378
1,11402,0.9999865832592617
1,11403,1.0
1,11404,0.9999932917646348
1,11405,1.0
1,11406,1.0
1,11407,1.0
1,11408,0.9999832296365863
1,11409,0.9999798754289049
1,11410,0.9999932918321348
1,11411,0.9999496884035124
1,11412,0.9999698131433574
1,11413,0.999986583709269
1,11414,0.9999932919896294
1,11415,0.9999530426674448
1,11416,0.9999798759688883
1,11417,0.9999463360970243
1,11418,0.999993292012128
1,11419,0.9999798775886644
1,11420,0.9999798775886644
1,11421,1.0
1,11422,0.9999899388280747
1,11423,0.9999865850591095
1,11424,0.9999832312676491
1,11425,0.9999765244045583
1,11426,0.9999932927769916
1,11427,0.9999865856439561
1,11428,0.9999932928894567
1,11429,0.9999664644472838
1,11430,0.999939633980703
1,11431,0.9999932927320044
1,11432,0.9999865856439561
1,11433,0.999973171467856
1,11434,0.9999798783984547
1,11435,0.9999932928894567
1,11436,1.0
1,11437,0.9999798783984547
1,11438,1.0
1,11439,0.9999865857339281
1,11440,0.9999698183062034
1,11441,0.999953052430375
1,11442,0.9999932933392799
1,11443,0.999986587533112
1,11444,0.9999463492329617
1,11445,0.9999429931927165
1,11446,0.9999932934292373
1,11447,0.999993293766556
1,11448,0.9999798818393364
1,11449,1.0
1,11450,1.0
1,11451,0.999986588027803
1,11452,1.0
1,11453,1.0
1,11454,0.9999932941937777
1,11455,0.9999865892868518
1,11456,0.9999798836605033
1,11457,0.9999932946434259
1,11458,1.0
1,11459,0.9999932947333483
1,11460,0.9999932947783086
1,11461,1.0
1,11462,1.0
1,11463,1.0
1,11464,1.0
1,11465,1.0
1,11466,0.9999865896465366
1,11467,0.9999798845372437
1,11468,0.999989942167463
1,11469,1.0
1,11470,0.9999932949356649
1,11471,0.9999899426395207
1,11472,0.9999564179584831
1,11473,1.0
1,11474,1.0
1,11475,0.9999899426732375
1,11476,1.0
1,11477,0.9999865903208937
1,11478,0.9999698287277445
1,11479,1.0
1,11480,1.0
1,11481,1.0
1,11482,1.0
1,11483,1.0
1,11484,0.9999865909951828
1,11485,0.9999798863579222
1,11486,1.0
1,11487,1.0
1,11488,0.999993295587491
1,11489,1.0
1,11490,0.9999798872344277
1,11491,0.9999564213186909
1,11492,0.9999865916244582
1,11493,1.0
1,11494,1.0
1,11495,1.0
1,11496,1.0
1,11497,1.0
1,11498,0.9999865916694042
1,11499,1.0
1,11500,0.9999899439543053
1,11501,0.9999865920289612
1,11502,0.9999865922536746
1,11503,0.9999731845073491
1,11504,0.9999597774351411
1,11505,0.9999731855859118
1,11506,1.0
1,11507,0.9999798904026946
1,11508,0.9999396679727434
1,11509,0.9999932968008982
1,11510,0.9999798902678951
1,11511,1.0
1,11512,1.0
1,11513,0.9999765389604078
1,11514,0.9999798904026946
1,11515,0.9999798910092702
1,11516,0.9999195640370809
1,11517,0.999963133022757
1,11518,0.9999731889109336
1,11519,0.9999631343818809
1,11520,0.9999832431254922
1,11521,0.9999597840402964
1,11522,0.9999865948148744
1,11523,0.9999932975197472
1,11524,1.0
1,11525,0.9999798924244709
1,11526,0.9999865950394944
1,11527,0.9999865951293403
1,11528,1.0
1,11529,0.9999932976769749
1,11530,0.9999798928961602
1,11531,1.0
1,11532,0.9999865953539496
1,11533,0.999966488946379
1,11534,0.9999832454838201
1,11535,0.9999798945132127
1,11536,0.9999597902390805
1,11537,1.0
1,11538,0.9999430331178645
1,11539,0.9999899476608207
1,11540,0.9999932985752771
1,11541,0.9999162282612338
1,11542,0.9999932983731801
1,11543,0.9999731944807436
1,11544,0.9999798963320858
1,11545,1.0
1,11546,1.0
1,11547,1.0
1,11548,1.0
1,11549,0.999986597779252
1,11550,1.0
1,11551,0.999993299024338
1,11552,1.0
1,11553,1.0
1,11554,1.0
1,11555,1.0
1,11556,1.0
1,11557,0.999993299361094
1,11558,0.9999597956277745
1,11559,0.9999899490753149
1,11560,0.9999798980159341
1,11561,1.0
1,11562,0.9999865988119847
1,11563,0.9999899492436806
1,11564,1.0
1,11565,1.0
1,11566,0.9999966497366694
1,11567,0.9999966497366694
1,11568,1.0
1,11569,0.999996649725445
1,11570,1.0
1,11571,0.9999932995855794
1,11572,1.0
1,11573,0.9999765498850944
1,11574,0.9999832497495837
1,11575,0.9999932999671698
1,11576,0.9999832497495837
1,11577,0.9999932999671698
1,11578,0.9999866000690096
1,11579,0.9999765508277558
1,11580,0.9999899508260421
1,11581,0.9999866014155604
1,11582,1.0
1,11583,0.9999899510953306
1,11584,1.0
1,11585,0.9999866015950801
1,11586,0.9999765525557714
1,11587,0.9999799032004153
1,11588,0.999986602223361
1,11589,0.9999933011789925
1,11590,0.9999933012687398
1,11591,0.999986602672097
1,11592,0.999993301403356
1,11593,0.999996650701678
1,11594,0.9999631571014687
1,11595,0.999959806804708
1,11596,0.9999732055236813
1,11597,0.9999899521386872
1,11598,1.0
1,11599,0.9999933014930972
1,11600,0.999986602806712
1,11601,0.999969856517021
1,11602,1.0
1,11603,0.9999933015604016
1,11604,1.0
1,11605,1.0
1,11606,0.9999899524752077
1,11607,1.0
1,11608,1.0
1,11609,1.0
1,11610,1.0
1,11611,1.0
1,11612,1.0
1,11613,1.0
1,11614,0.9999899523742539
1,11615,0.9999933016950061
1,11616,0.9999732074081517
1,11617,0.999969858435117
1,11618,1.0
1,11619,1.0
1,11620,1.0
1,11621,0.9999531134353451
1,11622,0.9999933020539251
1,11623,0.9999832554151987
1,11624,0.9999531150055425
1,11625,0.9999933022558003
1,11626,0.9999765575027713
1,11627,1.0
1,11628,0.9999832556395006
1,11629,0.9999765584448203
1,11630,0.9999698611604123
1,11631,0.9999631640105686
1,11632,0.9999598158225199
1,11633,0.9999832570973165
1,11634,0.9999665141946329
1,11635,0.9999933029286293
1,11636,0.9999598178408786
1,11637,0.9999933030183297
1,11638,0.9999531205004052
1,11639,0.9999899544938572
1,11640,0.9999464234290345
1,11641,0.9999665146431466
1,11642,0.9999765605641537
1,11643,0.9999933031080276
1,11644,0.999973214046554
1,11645,0.999946427375611
1,11646,1.0
1,11647,1.0
1,11648,0.9999765617413956
1,11649,0.9999933034892169
1,11650,0.9999866075613708
1,11651,1.0
1,11652,1.0
1,11653,0.9999832596759073
1,11654,0.9999899559064293
1,11655,0.9999899561754455
1,11656,1.0
1,11657,0.9999866089064163
1,11658,0.999996652226604
1,11659,0.9999933044980382
1,11660,1.0
1,11661,0.9999866091305644
1,11662,1.0
1,11663,1.0
1,11664,0.9999933046101107
1,11665,0.9999933046549386
1,11666,1.0
1,11667,0.9999933047445927
1,11668,0.9999933048118317
1,11669,0.9999933048790693
1,11670,0.9999866100270812
1,11671,1.0
1,11672,1.0
1,11673,0.9999933051255958
1,11674,0.9999933053272858
1,11675,0.9999933054169219
1,11676,0.9999866110131111
1,11677,1.0
1,11678,1.0
1,11679,0.9999832644386056
1,11680,0.9999531396438613
1,11681,0.9999899587639908
1,11682,0.9999966529101273
1,11683,1.0
1,11684,0.9999832645506365
1,11685,1.0
1,11686,0.9999966529325331
1,11687,0.9999933058202546
1,11688,1.0
1,11689,1.0
1,11690,1.0
1,11691,1.0
1,11692,1.0
1,11693,1.0
1,11694,1.0
1,11695,0.9999832647186799
1,11696,1.0
1,11697,0.999993305977093
1,11698,1.0
1,11699,0.9999866118645656
1,11700,1.0
1,11701,1.0
1,11702,0.9999866118645656
1,11703,0.9999665299974897
1,11704,0.9999799180657081
1,11705,0.9999866123574634
1,11706,1.0
1,11707,0.9999899594697261
1,11708,1.0
1,11709,0.9999899595705374
1,11710,0.9999631866936631
1,11711,0.9999631878024456
1,11712,0.9999866138359391
1,11713,1.0
1,11714,1.0
1,11715,0.9999765741344979
1,11716,0.9999799207539087
1,11717,0.9999866139255332
1,11718,0.9999933070075631
1,11719,1.0
1,11720,1.0
1,11721,1.0
1,11722,0.9999899605449416
1,11723,0.9999933071419488
1,11724,0.9999899608137095
1,11725,0.9999933072763292
1,11726,0.9999966536269664
1,11727,1.0
1,11728,0.9999799215602286
1,11729,0.9999899608808992
1,11730,0.9999832682468134
1,11731,0.9999698828442641
1,11732,0.9999799216946089
1,11733,0.9999598429860755
1,11734,0.9999832680228492
1,11735,0.9999765749968209
1,11736,0.9999933072539329
1,11737,0.9999866146422428
1,11738,1.0
1,11739,0.9999732297323977
1,11740,0.9999765757806958
1,11741,0.9999866148661989
1,11742,0.9999698833481686
1,11743,1.0
1,11744,1.0
1,11745,1.0
1,11746,1.0
1,11747,1.0
1,11748,0.9999866152693008
1,11749,0.9999933077466179
1,11750,1.0
1,11751,0.9999866156275932
1,11752,0.9999899618886372
1,11753,1.0
1,11754,0.9999899618214609
1,11755,1.0
1,11756,0.9999933079705416
1,11757,1.0
1,11758,1.0
1,11759,0.9999899621237469
1,11760,0.9999866162993398
1,11761,0.9999698865727574
1,11762,0.9999933081720602
1,11763,1.0
1,11764,0.9999899625603501
1,11765,1.0
1,11766,1.0
1,11767,0.9999598503757335
1,11768,0.9999866170157953
1,11769,0.9999866168366887
1,11770,1.0
1,11771,0.9999866170157953
1,11772,0.9999698881847928
1,11773,1.0
1,11774,0.9999799261953114
1,11775,0.9999364323137969
1,11776,0.999976580874604
1,11777,0.9999732347479884
1,11778,0.9999464693168816
1,11779,0.9999866175530865
1,11780,0.9999598522563032
1,11781,0.9999832718294261
1,11782,0.9999665441065771
1,11783,0.9999832721092532
1,11784,0.9999531608089798
1,11785,0.9999899630976558
1,11786,0.9999866176874026
1,11787,0.9999631983941117
1,11788,1.0
1,11789,1.0
1,11790,0.9999933089108579
1,11791,0.9999866178217159
1,11792,0.999976580796253
1,11793,0.9999732360015925
1,11794,0.9999565096665629
1,11795,0.9999933091794713
1,11796,0.9999933092690042
1,11797,1.0
1,11798,0.9999933093361524
1,11799,1.0
1,11800,0.9999498188460342
1,11801,1.0
1,11802,1.0
1,11803,1.0
1,11804,0.9999832735642028
1,11805,0.9999832736761115
1,11806,1.0
1,11807,0.9999966547799849
1,11808,1.0
1,11809,0.9999933097613927
1,11810,0.9999899645413796
1,11811,0.9999933098509101
1,11812,0.9999799297541395
1,11813,1.0
1,11814,0.9999933099628034
1,11815,0.9999933100523154
1,11816,0.9999799298884102
1,11817,0.999993310074693
1,11818,0.9999899653134334
1,11819,0.9999732417308587
1,11820,0.9999899658840056
1,11821,0.9999665521635733
1,11822,0.9999899658840056
1,11823,1.0
1,11824,0.9999866211786742
1,11825,1.0
1,11826,1.0
1,11827,1.0
1,11828,1.0
1,11829,0.999979932439212
1,11830,0.9999832769208129
1,11831,0.9999698996655518
1,11832,0.9999832780393836
1,11833,1.0
1,11834,1.0
1,11835,0.9999765897248958
1,11836,0.9999799339156957
1,11837,0.9999832781512324
1,11838,0.9999899669578478
1,11839,0.9999866226999404
1,11840,1.0
1,11841,0.999976590272924
1,11842,0.9999598685024598
1,11843,0.9999899671591677
1,11844,0.9999799345196492
1,11845,1.0
1,11846,0.9999732458472539
1,11847,0.9999866235946414
1,11848,0.9999632137781121
1,11849,0.9999464922313408
1,11850,0.9999765901163471
1,11851,0.9999765919168545
1,11852,0.9999297722279259
1,11853,1.0
1,11854,0.9999732463840816
1,11855,0.9999933117749547
1,11856,1.0
1,11857,1.0
1,11858,0.9999832792696385
1,11859,0.9999966558986604
1,11860,1.0
1,11861,0.9999933119315142
1,11862,0.9999933120209735
1,11863,0.9999799362641992
1,11864,0.9999632166073674
1,11865,0.9999899685010935
1,11866,1.0
1,11867,1.0
1,11868,0.9999832806115283
1,11869,0.999913062668441
1,11870,1.0
1,11871,0.999996656334741
1,11872,0.9999832814501002
1,11873,0.999996656334741
1,11874,0.9999832814501002
1,11875,1.0
1,11876,0.9999899689706826
1,11877,0.9999799377401202
1,11878,0.9999866253389641
1,11879,1.0
1,11880,1.0
1,11881,1.0
1,11882,1.0
1,11883,0.9999899695073022
1,11884,1.0
1,11885,1.0
1,11886,0.9999933130719413
1,11887,0.9999832829593174
1,11888,0.9999832830711004
1,11889,1.0
1,11890,0.9999699091255592
1,11891,0.9999966566030418
1,11892,0.9999799403559918
1,11893,1.0
1,11894,0.9999765966907721
1,11895,0.9999899700773975
1,11896,0.9999866269039945
1,11897,1.0
1,11898,0.9999866272616643
1,11899,0.9999732539868276
1,11900,0.999993313541416
1,11901,0.9999933135861243
1,11902,1.0
1,11903,0.9999832838535399
1,11904,0.9999832843006151
1,11905,0.9999832841888485
1,11906,0.9999899705803691
1,11907,0.9999933138096575
1,11908,0.9999866276193151
1,11909,0.9999933138543624
1,11910,0.9999866276193151
1,11911,1.0
1,11912,0.9999765984120351
1,11913,0.9999933141449293
1,11914,0.9999866282451577
1,11915,0.9999732564009133
1,11916,0.9999765988031959
1,11917,1.0
1,11918,0.9999799417642555
1,11919,0.9999465101196168
1,11920,0.9999699139539082
1,11921,0.9999531987015983
1,11922,0.9999933140555267
1,11923,1.0
1,11924,0.9999899713514941
1,11925,0.9999565417967627
1,11926,0.9999933141896297
1,11927,1.0
1,11928,1.0
1,11929,1.0
1,11930,1.0
1,11931,0.9999732564009133
1,11932,0.9999799420995273
1,11933,1.0
1,11934,1.0
1,11935,0.9999933141449293
1,11936,1.0
1,11937,0.9999899712509193
1,11938,0.9999933142343294
1,11939,1.0
1,11940,0.999996657150689
1,11941,0.9999866284686588
1,11942,1.0
1,11943,1.0
1,11944,0.999993314301378
1,11945,1.0
1,11946,1.0
1,11947,0.9999899716532064
1,11948,1.0
1,11949,0.9999598878196021
1,11950,0.9999899721560199
1,11951,1.0
1,11952,1.0
1,11953,1.0
1,11954,0.9999899723236132
1,11955,0.9999899728933884
1,11956,1.0
1,11957,1.0
1,11958,0.9999933154409971
1,11959,0.9999866309713602
1,11960,1.0
1,11961,0.999993315597385
1,11962,1.0
1,11963,0.9999899735971391
1,11964,1.0
1,11965,0.9999933157761053
1,11966,1.0
1,11967,0.9999899738652086
1,11968,1.0
1,11969,1.0
1,11970,1.0
1,11971,0.9999933160218298
1,11972,0.9999766056854869
1,11973,0.9999866322670339
1,11974,0.9999933163345441
1,11975,1.0
1,11976,1.0
1,11977,1.0
1,11978,1.0
1,11979,1.0
1,11980,1.0
1,11981,1.0
1,11982,0.9999866328031012
1,11983,1.0
1,11984,1.0
1,11985,0.9999933164685556
1,11986,1.0
1,11987,1.0
1,11988,0.9999799491376459
1,11989,1.0
1,11990,0.9999933164685556
1,11991,1.0
1,11992,1.0
1,11993,1.0
1,11994,0.9999799491376459
1,11995,0.9999933164685556
1,11996,0.9999565557389869
1,11997,0.9999866325797451
1,11998,1.0
1,11999,0.9999933164462208
1,12000,1.0
1,12001,1.0
1,12002,0.999983291115552
1,12003,0.9999866336517865
1,12004,0.9999465317484453
1,12005,0.9999732653381768
1,12006,0.9999933168258933
1,12007,0.9999599004193748
1,12008,0.9999498773666237
1,12009,0.9999832927346786
1,12010,0.9999866340537579
1,12011,0.9999732675715594
1,12012,1.0
1,12013,0.9999966584799426
1,12014,1.0
1,12015,0.9999933170938714
1,12016,0.9999832935162136
1,12017,0.9999832932929253
1,12018,0.9999665864742048
1,12019,1.0
1,12020,0.9999866348129709
1,12021,0.9999699278267843
1,12022,0.9999866348129709
1,12023,0.9999899762102056
1,12024,1.0
1,12025,1.0
1,12026,1.0
1,12027,0.999946537286901
1,12028,1.0
1,12029,1.0
1,12030,1.0
1,12031,1.0
1,12032,0.999993317540454
1,12033,1.0
1,12034,1.0
1,12035,0.9999933176520902
1,12036,0.9999933177413965
1,12037,1.0
1,12038,0.9999933178307006
1,12039,1.0
1,12040,1.0
1,12041,1.0
1,12042,1.0
1,12043,0.9999766125637307
1,12044,1.0
1,12045,0.9999933178753516
1,12046,1.0
1,12047,1.0
1,12048,0.9999966589600011
1,12049,1.0
1,12050,0.9999665897116358
1,12051,1.0
1,12052,1.0
1,12053,0.9999933182995072
1,12054,0.9999866366883041
1,12055,0.9999799548985217
1,12056,1.0
1,12057,1.0
1,12058,0.999996659172076
1,12059,0.9999766142045322
1,12060,0.9999799557690637
1,12061,0.9999933187012892
1,12062,0.9999732755193735
1,12063,0.9999632546983879
1,12064,1.0
1,12065,1.0
1,12066,0.9999832988175563
1,12067,0.9999699369678425
1,12068,0.9999766172511241
1,12069,0.9999832984270458
1,12070,0.9999766183445788
1,12071,1.0
1,12072,1.0
1,12073,0.9999933196385924
1,12074,0.9999732780188323
1,12075,0.9999933196385924
1,12076,1.0
1,12077,1.0
1,12078,1.0
1,12079,0.999979958982718
1,12080,0.9999866394110652
1,12081,0.99995323809492
1,12082,0.9999866395895682
1,12083,0.999979959250476
1,12084,0.9999665998663995
1,12085,0.9999565795362695
1,12086,1.0
1,12087,1.0
1,12088,0.9999933203302429
1,12089,0.99999332050871
1,12090,0.9999866411512656
1,12091,0.9999699429918746
1,12092,0.9999632632886704
1,12093,0.9999599255951884
1,12094,0.9999465678171283
1,12095,1.0
1,12096,0.9999966604997228
1,12097,1.0
1,12098,1.0
1,12099,1.0
1,12100,1.0
1,12101,1.0
1,12102,1.0
1,12103,1.0
1,12104,1.0
1,12105,0.9999899816664496
1,12106,1.0
1,12107,0.9999699450997155
1,12108,0.9999899818002705
1,12109,0.9999833033907474
1,12110,1.0
1,12111,0.9999732856928188
1,12112,1.0
1,12113,0.9999899822351637
1,12114,0.9999933215347113
1,12115,0.9999899823689694
1,12116,1.0
1,12117,0.9999933216908143
1,12118,1.0
1,12119,0.9999899829710508
1,12120,0.9999799657414178
1,12121,0.9999833050632404
1,12122,0.9999766274006998
1,12123,0.999963271139129
1,12124,1.0
1,12125,0.9999933221144857
1,12126,1.0
1,12127,0.9999933221813763
1,12128,0.9999966611798723
1,12129,0.9999666112413272
1,12130,0.9999532558939309
1,12131,0.9999666107953976
1,12132,1.0
1,12133,0.9999799674136596
1,12134,0.999969950217527
1,12135,0.9999766293515313
1,12136,0.9999432430898462
1,12137,0.9999599358974359
1,12138,1.0
1,12139,0.9999933227610384
1,12140,0.9999699519230769
1,12141,0.9999365634765885
1,12142,1.0
1,12143,0.9999899840412391
1,12144,0.999993322783331
1,12145,0.9999566002650723
1,12146,0.9999432463110102
1,12147,0.9999198733999719
1,12148,0.9999566001201843
1,12149,0.9999699530265649
1,12150,0.9999899845093745
1,12151,0.9999699530265649
1,12152,0.9999766305998925
1,12153,1.0
1,12154,0.9999833080728836
1,12155,0.999973293362399
1,12156,0.999973292827455
1,12157,0.9999866468595082
1,12158,0.9999833086858261
1,12159,0.9999399102659973
1,12160,0.9999298948422634
1,12161,0.9999933234743305
1,12162,0.9999933236080557
1,12163,1.0
1,12164,0.9999632804571917
1,12165,0.9999499258903176
1,12166,1.0
1,12167,0.9999599420494982
1,12168,0.9999632803346163
1,12169,0.9999699568379906
1,12170,0.9999632803346163
1,12171,1.0
1,12172,0.9999699559353719
1,12173,1.0
1,12174,0.9999799716264708
1,12175,1.0
1,12176,1.0
1,12177,0.999969958542789
1,12178,1.0
1,12179,0.9999933242320364
1,12180,0.9999799730303476
1,12181,1.0
1,12182,0.9999699587433408
1,12183,0.9999966621828656
1,12184,0.9999966621828656
1,12185,1.0
1,12186,0.9999699587433408
1,12187,0.9999933244325768
1,12188,1.0
1,12189,0.9999365802043453
1,12190,0.9999933244994209
1,12191,0.9999899868828165
1,12192,0.9999966622942722
1,12193,0.9999699613502707
1,12194,0.9999966623722523
1,12195,1.0
1,12196,0.9999833116941634
1,12197,0.9999566111289117
1,12198,0.9999733000473924
10,11200,0.9999597015226108
10,11201,0.9999798507613054
10,11202,0.9999798507613054
10,11203,0.9999731348897187
10,11204,0.9999597026052266
10,11205,0.999979851167289
10,11206,0.9999731349799352
10,11207,0.9999664190632261
10,11208,0.9999429137493914
10,11209,0.9999496306245803
10,11210,0.9999429156662917
10,11211,0.9999496306245803
10,11212,0.9999294854790455
10,11213,0.9999294857158207
10,11214,0.9999429170080454
10,11215,0.9999227721442482
10,11216,0.9999294876099658
10,11217,0.9999294883202439
10,11218,0.999952992213496
10,11219,0.9999597078821456
10,11220,0.9999597076115679
10,11221,0.999952992213496
10,11222,0.999959708017433
10,11223,0.9999462787995997
10,11224,0.9999227781079294
10,11225,0.999929493055066
10,11226,0.999929493055066
10,11227,0.9999362077880218
10,11228,0.9999362077880218
10,11229,0.9999362077880218
10,11230,0.9999462806032688
10,11231,0.9999395652728628
10,11232,0.9999529952122266
10,11233,0.9999664251515904
10,11234,0.9999899275454771
10,11235,0.9999899275454771
10,11236,0.9999865702860865
10,11237,0.9999899277145649
10,11238,0.9999899277145649
10,11239,0.9999899277145649
10,11240,0.9999899277145649
10,11241,0.9999966425715217
10,11242,0.9999798557672939
10,11243,0.9999798557672939
10,11244,0.9999798557672939
10,11245,0.9999798559025563
10,11246,0.9999832132521302
10,11247,0.9999832132521302
10,11248,0.9999832132521302
10,11249,0.9999832132521302
10,11250,0.9999630696506389
10,11251,0.999956355334721
10,11252,0.9999664277441123
10,11253,0.9999597139691812
10,11254,0.9999597139691812
10,11255,0.9999597139691812
10,11256,0.9999597139691812
10,11257,0.9999496422924171
10,11258,0.9999496422924171
10,11259,0.9999496422924171
10,11260,0.9999630716343152
10,11261,0.9999697858826215
10,11262,0.9999765001309279
10,11263,0.9999832143792342
10,11264,0.999973143187098
10,11265,0.999963072130201
10,11266,0.999963072130201
10,11267,0.9999731433674188
10,11268,0.9999630722541704
10,11269,0.9999630722541704
10,11270,0.9999697867954869
10,11271,0.9999697867954869
10,11272,0.9999697867954869
10,11273,0.9999697867954869
10,11274,0.9999798578636578
10,11275,0.9999832157879013
10,11276,0.9999832157879013
10,11277,0.9999765021819402
10,11278,0.9999865726753945
10,11279,0.9999798593511354
10,11280,0.9999664327026038
10,11281,0.999963075105236
10,11282,0.999963075105236
10,11283,0.9999630757249746
10,11284,0.9999563628063415
10,11285,0.9999395782562285
10,11286,0.9999261521936155
10,11287,0.9999328665319521
10,11288,0.9999328665319521
10,11289,0.9999295105683798
10,11290,0.999929511751398
10,11291,0.9999328683346648
10,11292,0.9999295119879968
10,11293,0.9999060178767425
10,11294,0.9999160882348992
10,11295,0.9999093789436941
10,11296,0.9999328726157192
10,11297,0.9999160938674686
10,11298,0.9999093844181473
10,11299,0.9999194528161309
10,11300,0.9999328773467757
10,11301,0.9999328773467757
10,11302,0.9999295219237159
10,11303,0.9999127393793756
10,11304,0.9999026737860233
10,11305,0.9999160983729797
10,11306,0.9999060301777372
10,11307,0.9999228105031412
10,11308,0.9999228110212437
10,11309,0.9999295226333029
10,11310,0.9999228110212437
10,11311,0.9999228110212437
10,11312,0.999929523106353
10,11313,0.9999697956170084
10,11314,0.9999697958197414
10,11315,0.999986575919885
10,11316,0.9999798640825572
10,11317,0.9999865760099874
10,11318,0.9999932882077166
10,11319,0.9999798648258643
10,11320,0.9999865765505762
10,11321,0.9999832209134535
10,11322,0.9999765095153241
10,11323,0.9999765095153241
10,11324,0.9999832210823744
10,11325,0.99996308737219
10,11326,0.9999765099094625
10,11327,0.99996308737219
10,11328,0.9999597316787527
10,11329,0.9999429545515557
10,11330,0.9999429545515557
10,11331,0.9999496657807844
10,11332,0.9999429572313453
10,11333,0.9999362471730654
10,11334,0.9999362471730654
10,11335,0.9999563796447289
10,11336,0.9999496688208411
10,11337,0.9999463148499835
10,11338,0.9999396048141673
